node_index,gene_id,gene_symbol,graph_degree
7763,ENSG00000145439,CBR4,2
7764,ENSG00000145451,GLRA3,1
7765,ENSG00000145476,CYP4V2,0
7766,ENSG00000145491,ROPN1L,0
7767,ENSG00000145494,NDUFS6,62
7768,ENSG00000145495,MARCHF6,1
7769,ENSG00000145506,NKD2,1
7770,ENSG00000145526,CDH18,2
7771,ENSG00000145536,ADAMTS16,0
7772,ENSG00000145545,SRD5A1,2
7773,ENSG00000145555,MYO10,4
7774,ENSG00000145569,OTULINL,0
7775,ENSG00000145604,SKP2,35
7776,ENSG00000145623,OSMR,10
7777,ENSG00000145632,PLK2,0
7778,ENSG00000145642,SHISAL2B,0
7779,ENSG00000145649,GZMA,1
7780,ENSG00000145675,PIK3R1,67
7781,ENSG00000145681,HAPLN1,1
7782,ENSG00000145685,LHFPL2,0
7783,ENSG00000145687,SSBP2,1
7784,ENSG00000145700,ANKRD31,1
7785,ENSG00000145703,IQGAP2,7
7786,ENSG00000145708,CRHBP,2
7787,ENSG00000145715,RASA1,17
7788,ENSG00000145721,LIX1,0
7789,ENSG00000145723,GIN1,0
7790,ENSG00000145725,PPIP5K2,1
7791,ENSG00000145730,PAM,1
7792,ENSG00000145734,BDP1,18
7793,ENSG00000145740,SLC30A5,1
7794,ENSG00000145741,BTF3,30
7795,ENSG00000145743,FBXL17,5
7796,ENSG00000145757,SPATA9,0
7797,ENSG00000145779,TNFAIP8,0
7798,ENSG00000145780,FEM1C,13
7799,ENSG00000145781,COMMD10,5
7800,ENSG00000145782,ATG12,24
7801,ENSG00000145794,MEGF10,0
7802,ENSG00000145808,ADAMTS19,0
7803,ENSG00000145817,YIPF5,1
7804,ENSG00000145819,ARHGAP26,0
7805,ENSG00000145824,CXCL14,12
7806,ENSG00000145826,LECT2,0
7807,ENSG00000145832,SLC25A48,0
7808,ENSG00000145833,DDX46,29
7809,ENSG00000145839,IL9,11
7810,ENSG00000145860,RNF145,0
7811,ENSG00000145861,C1QTNF2,0
7812,ENSG00000145863,GABRA6,8
7813,ENSG00000145864,GABRB2,8
7814,ENSG00000145868,FBXO38,0
7815,ENSG00000145879,SPINK7,0
7816,ENSG00000145882,PCYOX1L,0
7817,ENSG00000145888,GLRA1,0
7818,ENSG00000145901,TNIP1,7
7819,ENSG00000145907,G3BP1,20
7820,ENSG00000145911,N4BP3,0
7821,ENSG00000145912,NHP2,34
7822,ENSG00000145916,RMND5B,5
7823,ENSG00000145920,CPLX2,18
7824,ENSG00000145934,TENM2,4
7825,ENSG00000145936,KCNMB1,7
7826,ENSG00000145945,FAM50B,0
7827,ENSG00000145979,TBC1D7,4
7828,ENSG00000145982,FARS2,2
7829,ENSG00000145990,GFOD1,0
7830,ENSG00000145996,CDKAL1,0
7831,ENSG00000146005,PSD2,0
7832,ENSG00000146006,LRRTM2,4
7833,ENSG00000146007,ZMAT2,72
7834,ENSG00000146013,GFRA3,6
7835,ENSG00000146021,KLHL3,32
7836,ENSG00000146038,DCDC2,0
7837,ENSG00000146039,SLC17A4,0
7838,ENSG00000146047,H2BC1,11
7839,ENSG00000146054,TRIM7,1
7840,ENSG00000146063,TRIM41,0
7841,ENSG00000146067,FAM193B,0
7842,ENSG00000146070,PLA2G7,25
7843,ENSG00000146072,TNFRSF21,2
7844,ENSG00000146083,RNF44,0
7845,ENSG00000146085,MMUT,1
7846,ENSG00000146090,RASGEF1C,0
7847,ENSG00000146094,DOK3,2
7848,ENSG00000146109,ABT1,1
7849,ENSG00000146112,PPP1R18,0
7850,ENSG00000146122,DAAM2,4
7851,ENSG00000146143,PRIM2,23
7852,ENSG00000146147,MLIP,0
7853,ENSG00000146151,HMGCLL1,1
7854,ENSG00000146166,LGSN,0
7855,ENSG00000146192,FGD2,0
7856,ENSG00000146197,SCUBE3,1
7857,ENSG00000146205,ANO7,0
7858,ENSG00000146215,CRIP3,0
7859,ENSG00000146216,TTBK1,0
7860,ENSG00000146221,TCTE1,0
7861,ENSG00000146223,RPL7L1,6
7862,ENSG00000146232,NFKBIE,7
7863,ENSG00000146233,CYP39A1,0
7864,ENSG00000146242,TPBG,1
7865,ENSG00000146243,IRAK1BP1,0
7866,ENSG00000146247,PHIP,0
7867,ENSG00000146250,PRSS35,0
7868,ENSG00000146263,MMS22L,1
7869,ENSG00000146267,FAXC,0
7870,ENSG00000146276,GABRR1,1
7871,ENSG00000146278,PNRC1,0
7872,ENSG00000146281,PM20D2,0
7873,ENSG00000146282,RARS2,12
7874,ENSG00000146285,SCML4,0
7875,ENSG00000146350,TBC1D32,0
7876,ENSG00000146352,CLVS2,0
7877,ENSG00000146360,GPR6,0
7878,ENSG00000146373,RNF217,0
7879,ENSG00000146374,RSPO3,4
7880,ENSG00000146376,ARHGAP18,0
7881,ENSG00000146378,TAAR2,0
7882,ENSG00000146386,ABRACL,0
7883,ENSG00000146399,TAAR1,0
7884,ENSG00000146409,SLC18B1,0
7885,ENSG00000146410,MTFR2,0
7886,ENSG00000146411,SLC2A12,0
7887,ENSG00000146414,SHPRH,4
7888,ENSG00000146416,AIG1,0
7889,ENSG00000146426,TIAM2,0
7890,ENSG00000146433,TMEM181,0
7891,ENSG00000146453,PNLDC1,2
7892,ENSG00000146457,WTAP,13
7893,ENSG00000146463,ZMYM4,0
7894,ENSG00000146469,VIP,4
7895,ENSG00000146476,ARMT1,0
7896,ENSG00000146477,SLC22A3,0
7897,ENSG00000146535,GNA12,21
7898,ENSG00000146540,C7orf50,0
7899,ENSG00000146555,SDK1,0
7900,ENSG00000146576,INTS15,15
7901,ENSG00000146587,RBAK,0
7902,ENSG00000146592,CREB5,20
7903,ENSG00000146618,FERD3L,0
7904,ENSG00000146648,EGFR,129
7905,ENSG00000146670,CDCA5,12
7906,ENSG00000146674,IGFBP3,16
7907,ENSG00000146676,PURB,0
7908,ENSG00000146678,IGFBP1,4
7909,ENSG00000146700,SSC4D,0
7910,ENSG00000146701,MDH2,0
7911,ENSG00000146729,NIPSNAP2,1
7912,ENSG00000146731,CCT6A,47
7913,ENSG00000146733,PSPH,0
7914,ENSG00000146755,TRIM50,0
7915,ENSG00000146776,ATXN7L1,2
7916,ENSG00000146802,TMEM168,0
7917,ENSG00000146809,ASB15,0
7918,ENSG00000146826,TRAPPC14,10
7919,ENSG00000146828,SLC12A9,0
7920,ENSG00000146830,GIGYF1,5
7921,ENSG00000146834,MEPCE,4
7922,ENSG00000146842,TMEM209,0
7923,ENSG00000146856,AGBL3,0
7924,ENSG00000146857,STRA8,0
7925,ENSG00000146858,ZC3HAV1L,0
7926,ENSG00000146859,TMEM140,0
7927,ENSG00000146872,TLK2,2
7928,ENSG00000146904,EPHA1,10
7929,ENSG00000146909,NOM1,0
7930,ENSG00000146918,NCAPG2,5
7931,ENSG00000146926,ASB10,1
7932,ENSG00000146950,SHROOM2,2
7933,ENSG00000146955,RAB19,0
7934,ENSG00000146963,LUC7L2,14
7935,ENSG00000146966,DENND2A,0
7936,ENSG00000147003,CLTRN,1
7937,ENSG00000147010,SH3KBP1,17
7938,ENSG00000147027,TMEM47,0
7939,ENSG00000147036,LANCL3,0
7940,ENSG00000147041,SYTL5,0
7941,ENSG00000147044,CASK,22
7942,ENSG00000147050,KDM6A,15
7943,ENSG00000147065,MSN,25
7944,ENSG00000147081,AKAP4,4
7945,ENSG00000147099,HDAC8,6
7946,ENSG00000147100,SLC16A2,1
7947,ENSG00000147113,DIPK2B,0
7948,ENSG00000147118,ZNF182,0
7949,ENSG00000147119,CHST7,1
7950,ENSG00000147130,ZMYM3,2
7951,ENSG00000147138,GPR174,0
7952,ENSG00000147140,NONO,9
7953,ENSG00000147144,CCDC120,9
7954,ENSG00000147145,LPAR4,8
7955,ENSG00000147155,EBP,0
7956,ENSG00000147160,AWAT2,2
7957,ENSG00000147162,OGT,44
7958,ENSG00000147164,SNX12,4
7959,ENSG00000147166,ITGB1BP2,2
7960,ENSG00000147168,IL2RG,16
7961,ENSG00000147180,ZNF711,0
7962,ENSG00000147202,DIAPH2,2
7963,ENSG00000147231,RADX,0
7964,ENSG00000147234,FRMPD3,0
7965,ENSG00000147246,HTR2C,4
7966,ENSG00000147251,DOCK11,0
7967,ENSG00000147255,IGSF1,0
7968,ENSG00000147256,ARHGAP36,0
7969,ENSG00000147257,GPC3,4
7970,ENSG00000147262,GPR119,0
7971,ENSG00000147316,MCPH1,1
7972,ENSG00000147324,MFHAS1,0
7973,ENSG00000147364,FBXO25,3
7974,ENSG00000147383,NSDHL,2
7975,ENSG00000147400,CETN2,48
7976,ENSG00000147408,CSGALNACT1,1
7977,ENSG00000147416,ATP6V1B2,36
7978,ENSG00000147419,CCDC25,0
7979,ENSG00000147421,HMBOX1,0
7980,ENSG00000147432,CHRNB3,10
7981,ENSG00000147434,CHRNA6,10
7982,ENSG00000147437,GNRH1,1
7983,ENSG00000147439,BIN3,0
7984,ENSG00000147443,DOK2,3
7985,ENSG00000147454,SLC25A37,2
7986,ENSG00000147457,CHMP7,26
7987,ENSG00000147459,DOCK5,3
7988,ENSG00000147465,STAR,5
7989,ENSG00000147471,PLPBP,0
7990,ENSG00000147475,ERLIN2,9
7991,ENSG00000147481,SNTG1,13
7992,ENSG00000147488,ST18,0
7993,ENSG00000147526,TACC1,1
7994,ENSG00000147533,GOLGA7,8
7995,ENSG00000147535,PLPP5,6
7996,ENSG00000147536,GINS4,24
7997,ENSG00000147548,NSD3,6
7998,ENSG00000147570,DNAJC5B,0
7999,ENSG00000147571,CRH,8
8000,ENSG00000147573,TRIM55,0
8001,ENSG00000147576,ADHFE1,0
8002,ENSG00000147586,MRPS28,93
8003,ENSG00000147588,PMP2,1
8004,ENSG00000147592,LACTB2,0
8005,ENSG00000147596,PRDM14,7
8006,ENSG00000147601,TERF1,23
8007,ENSG00000147606,SLC26A7,1
8008,ENSG00000147614,ATP6V0D2,31
8009,ENSG00000147642,SYBU,1
8010,ENSG00000147647,DPYS,0
8011,ENSG00000147649,MTDH,4
8012,ENSG00000147650,LRP12,0
8013,ENSG00000147654,EBAG9,1
8014,ENSG00000147655,RSPO2,4
8015,ENSG00000147669,POLR2K,114
8016,ENSG00000147676,MAL2,0
8017,ENSG00000147677,EIF3H,48
8018,ENSG00000147679,UTP23,0
8019,ENSG00000147684,NDUFB9,64
8020,ENSG00000147687,TATDN1,0
8021,ENSG00000147689,FAM83A,0
8022,ENSG00000147724,FAM135B,0
8023,ENSG00000147789,ZNF7,0
8024,ENSG00000147799,ARHGAP39,0
8025,ENSG00000147804,SLC39A4,0
8026,ENSG00000147813,NAPRT,0
8027,ENSG00000147852,VLDLR,10
8028,ENSG00000147853,AK3,1
8029,ENSG00000147854,UHRF2,4
8030,ENSG00000147862,NFIB,0
8031,ENSG00000147869,CER1,1
8032,ENSG00000147872,PLIN2,5
8033,ENSG00000147874,HAUS6,7
8034,ENSG00000147883,CDKN2B,2
8035,ENSG00000147894,C9orf72,16
8036,ENSG00000147905,ZCCHC7,6
8037,ENSG00000147912,FBXO10,2
8038,ENSG00000147955,SIGMAR1,4
8039,ENSG00000148019,CEP78,0
8040,ENSG00000148053,NTRK2,20
8041,ENSG00000148057,IDNK,0
8042,ENSG00000148082,SHC3,3
8043,ENSG00000148090,AUH,0
8044,ENSG00000148110,MFSD14B,0
8045,ENSG00000148120,AOPEP,0
8046,ENSG00000148123,PLPPR1,0
8047,ENSG00000148143,ZNF462,0
8048,ENSG00000148153,INIP,3
8049,ENSG00000148154,UGCG,2
8050,ENSG00000148156,ACTL7B,0
8051,ENSG00000148158,SNX30,1
8052,ENSG00000148175,STOM,2
8053,ENSG00000148180,GSN,23
8054,ENSG00000148187,MRRF,84
8055,ENSG00000148200,NR6A1,0
8056,ENSG00000148204,CRB2,3
8057,ENSG00000148215,OR5C1,0
8058,ENSG00000148218,ALAD,0
8059,ENSG00000148219,ASTN2,0
8060,ENSG00000148225,WDR31,1
8061,ENSG00000148229,POLE3,50
8062,ENSG00000148248,SURF4,3
8063,ENSG00000148288,GBGT1,1
8064,ENSG00000148290,SURF1,2
8065,ENSG00000148291,SURF2,0
8066,ENSG00000148296,SURF6,0
8067,ENSG00000148297,MED22,69
8068,ENSG00000148300,REXO4,0
8069,ENSG00000148303,RPL7A,113
8070,ENSG00000148308,GTF3C5,7
8071,ENSG00000148331,ASB6,1
8072,ENSG00000148334,PTGES2,2
8073,ENSG00000148335,NTMT1,0
8074,ENSG00000148337,CIZ1,1
8075,ENSG00000148339,SLC25A25,0
8076,ENSG00000148341,SH3GLB2,3
8077,ENSG00000148343,MIGA2,1
8078,ENSG00000148344,PTGES,2
8079,ENSG00000148356,LRSAM1,0
8080,ENSG00000148357,HMCN2,0
8081,ENSG00000148358,GPR107,0
8082,ENSG00000148362,PAXX,24
8083,ENSG00000148384,INPP5E,10
8084,ENSG00000148396,SEC16A,9
8085,ENSG00000148399,DPH7,0
8086,ENSG00000148400,NOTCH1,36
8087,ENSG00000148408,CACNA1B,14
8088,ENSG00000148411,NACC2,0
8089,ENSG00000148426,PROSER2,0
8090,ENSG00000148429,USP6NL,1
8091,ENSG00000148444,COMMD3,4
8092,ENSG00000148450,MSRB2,0
8093,ENSG00000148459,PDSS1,1
8094,ENSG00000148468,FAM171A1,0
8095,ENSG00000148481,MINDY3,0
8096,ENSG00000148482,SLC39A12,0
8097,ENSG00000148483,TMEM236,0
8098,ENSG00000148484,RSU1,5
8099,ENSG00000148488,ST8SIA6,0
8100,ENSG00000148498,PARD3,13
8101,ENSG00000148516,ZEB1,0
8102,ENSG00000148541,FAM13C,0
8103,ENSG00000148572,NRBF2,8
8104,ENSG00000148584,A1CF,2
8105,ENSG00000148600,CDHR1,1
8106,ENSG00000148602,LRIT1,0
8107,ENSG00000148604,RGR,0
8108,ENSG00000148606,POLR3A,19
8109,ENSG00000148634,HERC4,0
8110,ENSG00000148655,LRMDA,0
8111,ENSG00000148660,CAMK2G,5
8112,ENSG00000148677,ANKRD1,1
8113,ENSG00000148680,HTR7,3
8114,ENSG00000148688,RPP30,34
8115,ENSG00000148690,FRA10AC1,2
8116,ENSG00000148700,ADD3,13
8117,ENSG00000148702,HABP2,0
8118,ENSG00000148704,VAX1,0
8119,ENSG00000148719,DNAJB12,2
8120,ENSG00000148730,EIF4EBP2,2
8121,ENSG00000148734,NPFFR1,3
8122,ENSG00000148735,PLEKHS1,0
8123,ENSG00000148737,TCF7L2,25
8124,ENSG00000148795,CYP17A1,2
8125,ENSG00000148798,INA,2
8126,ENSG00000148803,FUOM,0
8127,ENSG00000148814,LRRC27,0
8128,ENSG00000148824,MTG1,56
8129,ENSG00000148826,NKX6-2,0
8130,ENSG00000148832,PAOX,0
8131,ENSG00000148834,GSTO1,1
8132,ENSG00000148835,TAF5,89
8133,ENSG00000148840,PPRC1,2
8134,ENSG00000148841,ITPRIP,0
8135,ENSG00000148842,CNNM2,0
8136,ENSG00000148843,PDCD11,54
8137,ENSG00000148848,ADAM12,4
8138,ENSG00000148908,RGS10,1
8139,ENSG00000148925,BTBD10,0
8140,ENSG00000148926,ADM,9
8141,ENSG00000148935,GAS2,0
8142,ENSG00000148942,SLC5A12,0
8143,ENSG00000148943,LIN7C,9
8144,ENSG00000148948,LRRC4C,3
8145,ENSG00000148950,IMMP1L,0
8146,ENSG00000148965,SAA4,0
8147,ENSG00000148985,PGAP2,0
8148,ENSG00000149016,TUT1,0
8149,ENSG00000149021,SCGB1A1,1
8150,ENSG00000149043,SYT8,0
8151,ENSG00000149084,HSD17B12,16
8152,ENSG00000149089,APIP,1
8153,ENSG00000149090,PAMR1,0
8154,ENSG00000149091,DGKZ,2
8155,ENSG00000149100,EIF3M,46
8156,ENSG00000149115,TNKS1BP1,15
8157,ENSG00000149124,GLYAT,0
8158,ENSG00000149131,SERPING1,6
8159,ENSG00000149136,SSRP1,21
8160,ENSG00000149150,SLC43A1,0
8161,ENSG00000149177,PTPRJ,4
8162,ENSG00000149179,CSTPP1,1
8163,ENSG00000149182,ARFGAP2,3
8164,ENSG00000149187,CELF1,3
8165,ENSG00000149196,HIKESHI,0
8166,ENSG00000149201,CCDC81,0
8167,ENSG00000149212,SESN3,2
8168,ENSG00000149218,ENDOD1,0
8169,ENSG00000149231,CCDC82,0
8170,ENSG00000149243,KLHL35,0
8171,ENSG00000149256,TENM4,4
8172,ENSG00000149257,SERPINH1,0
8173,ENSG00000149260,CAPN5,0
8174,ENSG00000149262,INTS4,31
8175,ENSG00000149269,PAK1,21
8176,ENSG00000149273,RPS3,129
8177,ENSG00000149289,ZC3H12C,0
8178,ENSG00000149292,TTC12,0
8179,ENSG00000149294,NCAM1,14
8180,ENSG00000149295,DRD2,15
8181,ENSG00000149300,C11orf52,0
8182,ENSG00000149305,HTR3B,1
8183,ENSG00000149308,NPAT,1
8184,ENSG00000149311,ATM,62
8185,ENSG00000149313,AASDHPPT,1
8186,ENSG00000149328,GLB1L2,0
8187,ENSG00000149346,SLX4IP,1
8188,ENSG00000149357,LAMTOR1,27
8189,ENSG00000149380,P4HA3,1
8190,ENSG00000149403,GRIK4,4
8191,ENSG00000149418,ST14,1
8192,ENSG00000149428,HYOU1,9
8193,ENSG00000149451,ADAM33,0
8194,ENSG00000149452,SLC22A8,1
8195,ENSG00000149474,KAT14,32
8196,ENSG00000149476,TKFC,1
8197,ENSG00000149480,MTA2,17
8198,ENSG00000149483,TMEM138,0
8199,ENSG00000149485,FADS1,7
8200,ENSG00000149488,TMC2,4
8201,ENSG00000149489,ROM1,1
8202,ENSG00000149499,EML3,0
8203,ENSG00000149503,INCENP,9
8204,ENSG00000149506,ZP1,2
8205,ENSG00000149516,MS4A3,0
8206,ENSG00000149527,PLCH2,0
8207,ENSG00000149532,CPSF7,8
8208,ENSG00000149534,MS4A2,2
8209,ENSG00000149541,B3GAT3,0
8210,ENSG00000149547,EI24,0
8211,ENSG00000149554,CHEK1,8
8212,ENSG00000149557,FEZ1,1
8213,ENSG00000149564,ESAM,5
8214,ENSG00000149571,KIRREL3,3
8215,ENSG00000149573,MPZL2,0
8216,ENSG00000149575,SCN2B,13
8217,ENSG00000149577,SIDT2,0
8218,ENSG00000149582,TMEM25,0
8219,ENSG00000149591,TAGLN,0
8220,ENSG00000149596,JPH2,1
8221,ENSG00000149599,DUSP15,0
8222,ENSG00000149600,COMMD7,2
8223,ENSG00000149633,KIAA1755,0
8224,ENSG00000149634,SPATA25,0
8225,ENSG00000149635,OCSTAMP,0
8226,ENSG00000149636,DSN1,10
8227,ENSG00000149639,MTCL2,0
8228,ENSG00000149646,CNBD2,0
8229,ENSG00000149654,CDH22,1
8230,ENSG00000149657,LSM14B,2
8231,ENSG00000149658,YTHDF1,5
8232,ENSG00000149679,CABLES2,2
8233,ENSG00000149716,LTO1,0
8234,ENSG00000149735,GPHA2,1
8235,ENSG00000149743,TRPT1,0
8236,ENSG00000149761,NUDT22,0
8237,ENSG00000149781,FERMT3,3
8238,ENSG00000149782,PLCB3,3
8239,ENSG00000149792,MRPL49,98
8240,ENSG00000149798,CDC42EP2,1
8241,ENSG00000149806,FAU,183
8242,ENSG00000149809,TM7SF2,1
8243,ENSG00000149823,VPS51,5
8244,ENSG00000149922,TBX6,0
8245,ENSG00000149923,PPP4C,16
8246,ENSG00000149926,TLCD3B,0
8247,ENSG00000149927,DOC2A,1
8248,ENSG00000149929,HIRIP3,0
8249,ENSG00000149930,TAOK2,3
8250,ENSG00000149932,TMEM219,2
8251,ENSG00000149948,HMGA2,7
8252,ENSG00000149968,MMP3,7
8253,ENSG00000149970,CNKSR2,0
8254,ENSG00000149972,CNTN5,3
8255,ENSG00000150048,CLEC1A,0
8256,ENSG00000150051,MKX,0
8257,ENSG00000150054,MPP7,3
8258,ENSG00000150093,ITGB1,72
8259,ENSG00000150201,FXYD4,0
8260,ENSG00000150261,OR8K1,0
8261,ENSG00000150275,PCDH15,3
8262,ENSG00000150281,CTF1,4
8263,ENSG00000150316,CWC15,88
8264,ENSG00000150337,FCGR1A,8
8265,ENSG00000150347,ARID5B,2
8266,ENSG00000150361,KLHL1,0
8267,ENSG00000150394,CDH8,11
8268,ENSG00000150401,DCUN1D2,5
8269,ENSG00000150403,TMCO3,0
8270,ENSG00000150433,TMEM218,0
8271,ENSG00000150455,TIRAP,9
8272,ENSG00000150456,EEF1AKMT1,0
8273,ENSG00000150457,LATS2,9
8274,ENSG00000150471,ADGRL3,17
8275,ENSG00000150477,KIAA1328,0
8276,ENSG00000150510,FAM124A,0
8277,ENSG00000150540,HNMT,0
8278,ENSG00000150551,LYPD1,0
8279,ENSG00000150556,LYPD6B,0
8280,ENSG00000150593,PDCD4,3
8281,ENSG00000150594,ADRA2A,4
8282,ENSG00000150625,GPM6A,0
8283,ENSG00000150627,WDR17,0
8284,ENSG00000150628,SPATA4,0
8285,ENSG00000150630,VEGFC,7
8286,ENSG00000150637,CD226,3
8287,ENSG00000150656,CNDP1,2
8288,ENSG00000150667,FSIP1,0
8289,ENSG00000150672,DLG2,12
8290,ENSG00000150676,CCDC83,0
8291,ENSG00000150681,RGS18,1
8292,ENSG00000150687,PRSS23,0
8293,ENSG00000150712,MTMR12,2
8294,ENSG00000150722,PPP1R1C,0
8295,ENSG00000150750,POU2AF2,0
8296,ENSG00000150753,CCT5,59
8297,ENSG00000150756,ATPSCKMT,0
8298,ENSG00000150760,DOCK1,28
8299,ENSG00000150764,DIXDC1,2
8300,ENSG00000150768,DLAT,7
8301,ENSG00000150773,PIH1D2,4
8302,ENSG00000150776,NKAPD1,0
8303,ENSG00000150779,TIMM8B,3
8304,ENSG00000150782,IL18,5
8305,ENSG00000150783,TEX12,4
8306,ENSG00000150787,PTS,0
8307,ENSG00000150867,PIP4K2A,2
8308,ENSG00000150893,FREM2,2
8309,ENSG00000150907,FOXO1,29
8310,ENSG00000150938,CRIM1,0
8311,ENSG00000150961,SEC24D,16
8312,ENSG00000150967,ABCB9,0
8313,ENSG00000150977,RILPL2,2
8314,ENSG00000150990,DHX37,63
8315,ENSG00000150991,UBC,215
8316,ENSG00000150995,ITPR1,22
8317,ENSG00000151005,TKTL2,2
8318,ENSG00000151006,PRSS53,0
8319,ENSG00000151012,SLC7A11,3
8320,ENSG00000151014,NOCT,0
8321,ENSG00000151023,ENKUR,31
8322,ENSG00000151025,GPR158,2
8323,ENSG00000151062,CACNA2D4,25
8324,ENSG00000151065,DCP1B,7
8325,ENSG00000151067,CACNA1C,37
8326,ENSG00000151079,KCNA6,4
8327,ENSG00000151090,THRB,8
8328,ENSG00000151092,NGLY1,7
8329,ENSG00000151093,OXSM,3
8330,ENSG00000151116,UEVLD,8
8331,ENSG00000151117,TMEM86A,0
8332,ENSG00000151131,NOPCHAP1,1
8333,ENSG00000151135,TMEM263,0
8334,ENSG00000151136,ABTB3,0
8335,ENSG00000151148,UBE3B,0
8336,ENSG00000151150,ANK3,26
8337,ENSG00000151151,IPMK,0
8338,ENSG00000151164,RAD9B,6
8339,ENSG00000151176,PLBD2,0
8340,ENSG00000151208,DLG5,3
8341,ENSG00000151224,MAT1A,2
8342,ENSG00000151229,SLC2A13,0
8343,ENSG00000151233,GXYLT1,1
8344,ENSG00000151239,TWF1,17
8345,ENSG00000151240,DIP2C,0
8346,ENSG00000151247,EIF4E,43
8347,ENSG00000151276,MAGI1,11
8348,ENSG00000151287,TEX30,0
8349,ENSG00000151292,CSNK1G3,4
8350,ENSG00000151304,SRFBP1,1
8351,ENSG00000151320,AKAP6,5
8352,ENSG00000151322,NPAS3,0
8353,ENSG00000151332,MBIP,32
8354,ENSG00000151338,MIPOL1,0
8355,ENSG00000151348,EXT2,2
8356,ENSG00000151353,TMEM18,0
8357,ENSG00000151360,ALLC,0
8358,ENSG00000151365,THRSP,1
8359,ENSG00000151366,NDUFC2,62
8360,ENSG00000151376,ME3,2
8361,ENSG00000151379,MSGN1,0
8362,ENSG00000151388,ADAMTS12,1
8363,ENSG00000151413,NUBPL,0
8364,ENSG00000151414,NEK7,3
8365,ENSG00000151418,ATP6V1G3,17
8366,ENSG00000151422,FER,0
8367,ENSG00000151445,VIPAS39,1
8368,ENSG00000151458,ANKRD50,1
8369,ENSG00000151461,UPF2,12
8370,ENSG00000151465,CDC123,0
8371,ENSG00000151466,SCLT1,4
8372,ENSG00000151468,CCDC3,0
8373,ENSG00000151470,C4orf33,0
8374,ENSG00000151474,FRMD4A,1
8375,ENSG00000151475,SLC25A31,23
8376,ENSG00000151490,PTPRO,0
8377,ENSG00000151491,EPS8,13
8378,ENSG00000151498,ACAD8,2
8379,ENSG00000151500,THYN1,0
8380,ENSG00000151502,VPS26B,11
8381,ENSG00000151503,NCAPD3,7
8382,ENSG00000151532,VTI1A,21
8383,ENSG00000151552,QDPR,1
8384,ENSG00000151553,FHIP2A,0
8385,ENSG00000151572,ANO4,0
8386,ENSG00000151575,TEX9,0
8387,ENSG00000151576,QTRT2,1
8388,ENSG00000151577,DRD3,5
8389,ENSG00000151611,MMAA,1
8390,ENSG00000151612,ZNF827,1
8391,ENSG00000151615,POU4F2,1
8392,ENSG00000151617,EDNRA,5
8393,ENSG00000151623,NR3C2,6
8394,ENSG00000151640,DPYSL4,3
8395,ENSG00000151651,ADAM8,0
8396,ENSG00000151655,ITIH2,1
8397,ENSG00000151657,KIN,41
8398,ENSG00000151665,PIGF,2
8399,ENSG00000151687,ANKAR,0
8400,ENSG00000151689,INPP1,0
8401,ENSG00000151690,MFSD6,0
8402,ENSG00000151692,RNF144A,2
8403,ENSG00000151693,ASAP2,3
8404,ENSG00000151694,ADAM17,4
8405,ENSG00000151702,FLI1,8
8406,ENSG00000151704,KCNJ1,1
8407,ENSG00000151715,TMEM45B,0
8408,ENSG00000151718,WWC2,0
8409,ENSG00000151725,CENPU,15
8410,ENSG00000151726,ACSL1,1
8411,ENSG00000151729,SLC25A4,25
8412,ENSG00000151743,AMN1,0
8413,ENSG00000151746,BICD1,2
8414,ENSG00000151748,SAV1,10
8415,ENSG00000151773,CCDC122,0
8416,ENSG00000151778,SERP2,0
8417,ENSG00000151779,NBAS,7
8418,ENSG00000151790,TDO2,2
8419,ENSG00000151806,GUF1,0
8420,ENSG00000151812,SLC35F4,0
8421,ENSG00000151834,GABRA2,6
8422,ENSG00000151835,SACS,0
8423,ENSG00000151849,CENPJ,18
8424,ENSG00000151876,FBXO4,9
8425,ENSG00000151881,TMEM267,0
8426,ENSG00000151882,CCL28,10
8427,ENSG00000151883,PARP8,0
8428,ENSG00000151892,GFRA1,9
8429,ENSG00000151893,CACUL1,0
8430,ENSG00000151914,DST,5
8431,ENSG00000151917,BEND6,0
8432,ENSG00000151923,TIAL1,5
8433,ENSG00000151929,BAG3,32
8434,ENSG00000151948,GLT1D1,0
8435,ENSG00000151952,TMEM132D,0
8436,ENSG00000151962,RBM46,0
8437,ENSG00000151967,SCHIP1,1
8438,ENSG00000152049,KCNE4,2
8439,ENSG00000152056,AP1S3,11
8440,ENSG00000152061,RABGAP1L,0
8441,ENSG00000152078,TLCD4,0
8442,ENSG00000152092,ASTN1,0
8443,ENSG00000152102,FAM168B,0
8444,ENSG00000152104,PTPN14,3
8445,ENSG00000152127,MGAT5,1
8446,ENSG00000152128,TMEM163,0
8447,ENSG00000152133,GPATCH11,0
8448,ENSG00000152137,HSPB8,30
8449,ENSG00000152147,GEMIN6,14
8450,ENSG00000152154,TMEM178A,0
8451,ENSG00000152192,POU4F1,1
8452,ENSG00000152193,OBI1,0
8453,ENSG00000152208,GRID2,6
8454,ENSG00000152213,ARL11,0
8455,ENSG00000152214,RIT2,0
8456,ENSG00000152217,SETBP1,0
8457,ENSG00000152219,ARL14EP,1
8458,ENSG00000152223,EPG5,0
8459,ENSG00000152229,PSTPIP2,0
8460,ENSG00000152234,ATP5F1A,30
8461,ENSG00000152240,HAUS1,7
8462,ENSG00000152242,ARK2N,0
